<X> <Y>
5.113387538414326e-03 2.433359770694594e+11
5.148867450137492e-03 2.432082503528369e+11
5.184593543892913e-03 2.430788044260356e+11
5.220567527846975e-03 2.429476169906742e+11
5.256791122018419e-03 2.428146654828837e+11
5.293266058360562e-03 2.426799270708318e+11
5.329994080844088e-03 2.425433786522422e+11
5.366976945540477e-03 2.424049968519145e+11
5.404216420705915e-03 2.422647580192429e+11
5.441714286865887e-03 2.421226382257349e+11
5.479472336900287e-03 2.419786132625329e+11
5.517492376129128e-03 2.418326586379355e+11
5.555776222398878e-03 2.416847495749251e+11
5.594325706169377e-03 2.415348610086967e+11
5.633142670601352e-03 2.413829675841945e+11
5.672228971644543e-03 2.412290436536533e+11
5.711586478126435e-03 2.410730632741477e+11
5.751217071841614e-03 2.409150002051506e+11
5.791122647641758e-03 2.407548279061011e+11
5.831305113526219e-03 2.405925195339828e+11
5.871766390733255e-03 2.404280479409160e+11
5.912508413831881e-03 2.402613856717624e+11
5.953533130814370e-03 2.400925049617451e+11
5.994842503189409e-03 2.399213777340860e+11
6.036438506075864e-03 2.397479755976599e+11
6.078323128297230e-03 2.395722698446693e+11
6.120498372476703e-03 2.393942314483394e+11
6.162966255132942e-03 2.392138310606365e+11
6.205728806776500e-03 2.390310390100106e+11
6.248788072006888e-03 2.388458252991640e+11
6.292146109610344e-03 2.386581596028476e+11
6.335804992658254e-03 2.384680112656884e+11
6.379766808606282e-03 2.382753493000471e+11
6.424033659394191e-03 2.380801423839092e+11
6.468607661546328e-03 2.378823588588139e+11
6.513490946272803e-03 2.376819667278189e+11
6.558685659571436e-03 2.374789336535053e+11
6.604193962330305e-03 2.372732269560258e+11
6.650018030431118e-03 2.370648136111965e+11
6.696160054853222e-03 2.368536602486352e+11
6.742622241778342e-03 2.366397331499502e+11
6.789406812696112e-03 2.364229982469796e+11
6.836516004510238e-03 2.362034211200861e+11
6.883952069645496e-03 2.359809669965075e+11
6.931717276155407e-03 2.357556007487680e+11
6.979813907830660e-03 2.355272868931520e+11
7.028244264308352e-03 2.352959895882425e+11
7.077010661181890e-03 2.350616726335286e+11
7.126115430111745e-03 2.348242994680846e+11
7.175560918936928e-03 2.345838331693232e+11
7.225349491787214e-03 2.343402364518269e+11
7.275483529196233e-03 2.340934716662603e+11
7.325965428215230e-03 2.338435007983678e+11
7.376797602527731e-03 2.335902854680578e+11
7.427982482564918e-03 2.333337869285805e+11
7.479522515621821e-03 2.330739660658000e+11
7.531420165974375e-03 2.328107833975655e+11
7.583677914997190e-03 2.325441990731863e+11
7.636298261282242e-03 2.322741728730138e+11
7.689283720758313e-03 2.320006642081341e+11
7.742636826811269e-03 2.317236321201767e+11
7.796360130405237e-03 2.314430352812432e+11
7.850456200204510e-03 2.311588319939593e+11
7.904927622696420e-03 2.308709801916564e+11
7.959777002314986e-03 2.305794374386867e+11
8.015006961565405e-03 2.302841609308758e+11
8.070620141149508e-03 2.299851074961196e+11
8.126619200091946e-03 2.296822335951279e+11
8.183006815867389e-03 2.293754953223232e+11
8.239785684528520e-03 2.290648484068961e+11
8.296958520834907e-03 2.287502482140267e+11
8.354528058382871e-03 2.284316497462740e+11
8.412497049736118e-03 2.281090076451414e+11
8.470868266557402e-03 2.277822761928231e+11
8.529644499741026e-03 2.274514093141371e+11
8.588828559546249e-03 2.271163605786518e+11
8.648423275731726e-03 2.267770832030113e+11
8.708431497690725e-03 2.264335300534673e+11
8.768856094587427e-03 2.260856536486212e+11
8.829699955494092e-03 2.257334061623874e+11
8.890965989529159e-03 2.253767394271803e+11
8.952657125996400e-03 2.250156049373344e+11
9.014776314524917e-03 2.246499538527642e+11
9.077326525210224e-03 2.242797370028708e+11
9.140310748756233e-03 2.239049048907020e+11
9.203731996618222e-03 2.235254076973755e+11
9.267593301146883e-03 2.231411952867701e+11
9.331897715733239e-03 2.227522172104955e+11
9.396648314954691e-03 2.223584227131464e+11
9.461848194722003e-03 2.219597607378508e+11
9.527500472427290e-03 2.215561799321198e+11
9.593608287093146e-03 2.211476286540079e+11
9.660174799522647e-03 2.207340549785922e+11
9.727203192450537e-03 2.203154067047794e+11
9.794696670695395e-03 2.198916313624497e+11
9.862658461312821e-03 2.194626762199474e+11
9.931091813749801e-03 2.190284882919250e+11
1.000000000000000e-02 2.185890143475543e+11
1.006938631476028e-02 2.181442009191099e+11
1.013925407558815e-02 2.176939943109387e+11
1.020960662306047e-02 2.172383406088224e+11
1.028044732093309e-02 2.167771856897451e+11
1.035177955630176e-02 2.163104752320751e+11
1.042360673976402e-02 2.158381547261723e+11
1.049593230558228e-02 2.153601694854312e+11
1.056875971184804e-02 2.148764646577701e+11
1.064209244064724e-02 2.143869852375788e+11
1.071593399822671e-02 2.138916760781337e+11
1.079028791516184e-02 2.133904819044937e+11
1.086515774652538e-02 2.128833473268875e+11
1.094054707205742e-02 2.123702168546024e+11
1.101645949633656e-02 2.118510349103897e+11
1.109289864895223e-02 2.113257458453949e+11
1.116986818467823e-02 2.107942939546268e+11
1.124737178364752e-02 2.102566234929774e+11
1.132541315152811e-02 2.097126786918045e+11
1.140399601970032e-02 2.091624037760886e+11
1.148312414543511e-02 2.086057429821789e+11
1.156280131207376e-02 2.080426405761382e+11
1.164303132920877e-02 2.074730408727015e+11
1.172381803286598e-02 2.068968882548604e+11
1.180516528568805e-02 2.063141271940855e+11
1.188707697711903e-02 2.057247022712012e+11
1.196955702359043e-02 2.051285581979247e+11
1.205260936870843e-02 2.045256398390838e+11
1.213623798344241e-02 2.039158922355243e+11
1.222044686631488e-02 2.032992606277228e+11
1.230524004359262e-02 2.026756904801172e+11
1.239062156947916e-02 2.020451275061674e+11
1.247659552630870e-02 2.014075176941607e+11
1.256316602474121e-02 2.007628073337746e+11
1.265033720395903e-02 2.001109430434107e+11
1.273811323186478e-02 1.994518717983128e+11
1.282649830528061e-02 1.987855409594818e+11
1.291549665014884e-02 1.981118983034021e+11
1.300511252173409e-02 1.974308920525913e+11
1.309535020482667e-02 1.967424709069866e+11
1.318621401394749e-02 1.960465840761806e+11
1.327770829355430e-02 1.953431813125209e+11
1.336983741824947e-02 1.946322129450828e+11
1.346260579298910e-02 1.939136299145313e+11
1.355601785329368e-02 1.931873838088821e+11
1.365007806546014e-02 1.924534269001742e+11
1.374479092677537e-02 1.917117121820675e+11
1.384016096573132e-02 1.909621934083742e+11
1.393619274224143e-02 1.902048251325373e+11
1.403289084785873e-02 1.894395627480671e+11
1.413025990599534e-02 1.886663625299447e+11
1.422830457214353e-02 1.878851816770040e+11
1.432702953409831e-02 1.870959783553023e+11
1.442643951218158e-02 1.862987117424877e+11
1.452653925946780e-02 1.854933420731723e+11
1.462733356201130e-02 1.846798306853206e+11
1.472882723907503e-02 1.838581400676595e+11
1.483102514336104e-02 1.830282339081185e+11
1.493393216124252e-02 1.821900771433049e+11
1.503755321299738e-02 1.813436360090218e+11
1.514189325304352e-02 1.804888780918318e+11
1.524695727017574e-02 1.796257723816739e+11
1.535275028780423e-02 1.787542893255331e+11
1.545927736419478e-02 1.778744008821695e+11
1.556654359271061e-02 1.769860805779055e+11
1.567455410205595e-02 1.760893035634739e+11
1.578331405652117e-02 1.751840466719259e+11
1.589282865622978e-02 1.742702884775973e+11
1.600310313738701e-02 1.733480093561322e+11
1.611414277253019e-02 1.724171915455583e+11
1.622595287078087e-02 1.714778192084103e+11
1.633853877809861e-02 1.705298784948967e+11
1.645190587753663e-02 1.695733576070981e+11
1.656605958949914e-02 1.686082468641934e+11
1.668100537200059e-02 1.676345387686998e+11
1.679674872092653e-02 1.666522280737152e+11
1.691329517029648e-02 1.656613118511505e+11
1.703065029252844e-02 1.646617895609354e+11
1.714881969870540e-02 1.636536631211809e+11
1.726780903884356e-02 1.626369369792788e+11
1.738762400216250e-02 1.616116181839179e+11
1.750827031735724e-02 1.605777164579930e+11
1.762975375287206e-02 1.595352442723835e+11
1.775208011717635e-02 1.584842169205710e+11
1.787525525904235e-02 1.574246525940685e+11
1.799928506782476e-02 1.563565724586297e+11
1.812417547374237e-02 1.552800007312008e+11
1.824993244816153e-02 1.541949647575815e+11
1.837656200388171e-02 1.531014950907532e+11
1.850407019542302e-02 1.519996255698320e+11
1.863246311931560e-02 1.508893933996022e+11
1.876174691439120e-02 1.497708392305814e+11
1.889192776207666e-02 1.486440072395667e+11
1.902301188668945e-02 1.475089452106066e+11
1.915500555573528e-02 1.463657046163419e+11
1.928791508020778e-02 1.452143406996543e+11
1.942174681489026e-02 1.440549125555590e+11
1.955650715865949e-02 1.428874832132727e+11
1.969220255479173e-02 1.417121197183864e+11
1.982883949127071e-02 1.405288932150667e+11
1.996642450109793e-02 1.393378790282092e+11
2.010496416260498e-02 1.381391567454571e+11
2.024446509976804e-02 1.369328102990033e+11
2.038493398252463e-02 1.357189280470799e+11
2.052637752709252e-02 1.344976028550443e+11
2.066880249629082e-02 1.332689321759595e+11
2.081221569986338e-02 1.320330181305667e+11
2.095662399480433e-02 1.307899675865410e+11
2.110203428568596e-02 1.295398922369174e+11
2.124845352498883e-02 1.282829086775712e+11
2.139588871343422e-02 1.270191384836275e+11
2.154434690031883e-02 1.257487082846766e+11
2.169383518385185e-02 1.244717498386606e+11
2.184436071149427e-02 1.231884001042964e+11
2.199593068030075e-02 1.218988013118925e+11
2.214855233726359e-02 1.206031010324122e+11
2.230223297965938e-02 1.193014522446334e+11
2.245697995539774e-02 1.179940134002458e+11
2.261280066337278e-02 1.166809484867255e+11
2.276970255381680e-02 1.153624270878173e+11
2.292769312865650e-02 1.140386244414542e+11
2.308677994187169e-02 1.127097214949357e+11
2.324697059985648e-02 1.113759049571810e+11
2.340827276178293e-02 1.100373673478705e+11
2.357069413996728e-02 1.086943070432812e+11
2.373424250023868e-02 1.073469283186172e+11
2.389892566231049e-02 1.059954413866333e+11
2.406475150015424e-02 1.046400624323403e+11
2.423172794237599e-02 1.032810136435820e+11
2.439986297259550e-02 1.019185232372617e+11
2.456916462982791e-02 1.005528254809982e+11
2.473964100886813e-02 9.918416070998106e+10
2.491130026067789e-02 9.781277533879361e+10
2.508415059277540e-02 9.643892186796887e+10
2.525820026962785e-02 9.506285888503397e+10
2.543345761304650e-02 9.368485105980190e+10
2.560993100258458e-02 9.230516913366026e+10
2.578762887593801e-02 9.092408990260561e+10
2.596655972934871e-02 8.954189619376930e+10
2.614673211801092e-02 8.815887683517613e+10
2.632815465648021e-02 8.677532661847546e+10
2.651083601908538e-02 8.539154625438351e+10
2.669478494034321e-02 8.400784232057065e+10
2.688001021537606e-02 8.262452720173079e+10
2.706652070033241e-02 8.124191902156349e+10
2.725432531281029e-02 7.986034156640446e+10
2.744343303228364e-02 7.848012420023563e+10
2.763385290053170e-02 7.710160177080969e+10
2.782559402207124e-02 7.572511450662474e+10
2.801866556459195e-02 7.435100790448366e+10
2.821307675939472e-02 7.297963260738066e+10
2.840883690183302e-02 7.161134427245447e+10
2.860595535175742e-02 7.024650342875694e+10
2.880444153396296e-02 6.888547532458766e+10
2.900430493863992e-02 6.752862976414997e+10
2.920555512182747e-02 6.617634093329303e+10
2.940820170587062e-02 6.482898721410950e+10
2.961225437988034e-02 6.348695098816632e+10
2.981772290019672e-02 6.215061842815843e+10
3.002461709085549e-02 6.082037927778024e+10
3.023294684405778e-02 5.949662661962600e+10
3.044272212064303e-02 5.817975663093903e+10
3.065395295056527e-02 5.687016832704513e+10
3.086664943337273e-02 5.556826329231878e+10
3.108082173869064e-02 5.427444539854855e+10
3.129648010670752e-02 5.298912051058219e+10
3.151363484866479e-02 5.171269617915376e+10
3.173229634734976e-02 5.044558132081223e+10
3.195247505759212e-02 4.918818588489333e+10
3.217418150676372e-02 4.794092050749953e+10
3.239742629528197e-02 4.670419615247499e+10
3.262222009711670e-02 4.547842373938982e+10
3.284857366030044e-02 4.426401375857411e+10
3.307649780744241e-02 4.306137587327032e+10
3.330600343624589e-02 4.187091850900365e+10
3.353710152002930e-02 4.069304843030004e+10
3.376980310825092e-02 3.952817030491597e+10
3.400411932703706e-02 3.837668625577883e+10
3.424006137971424e-02 3.723899540087119e+10
3.447764054734464e-02 3.611549338133367e+10
3.471686818926562e-02 3.500657187809628e+10
3.495775574363275e-02 3.391261811739277e+10
3.520031472796679e-02 3.283401436555313e+10
3.544455673970433e-02 3.177113741351377e+10
3.569049345675230e-02 3.072435805153188e+10
3.593813663804628e-02 2.969404053463494e+10
3.618749812411280e-02 2.868054203938705e+10
3.643858983763545e-02 2.768421211260284e+10
3.669142378402492e-02 2.670539211269015e+10
3.694601205199302e-02 2.574441464435633e+10
3.720236681413068e-02 2.480160298746424e+10
3.746050032748993e-02 2.387727052088086e+10
3.772042493416997e-02 2.297172014221468e+10
3.798215306190734e-02 2.208524368439497e+10
3.824569722466999e-02 2.121812133010346e+10
3.851107002325571e-02 2.037062102512382e+10
3.877828414589457e-02 1.954299789173454e+10
3.904735236885560e-02 1.873549364332670e+10
3.931828755705769e-02 1.794833600148627e+10
3.959110266468459e-02 1.718173811683858e+10
3.986581073580441e-02 1.643589799500809e+10
4.014242490499322e-02 1.571099792910458e+10
4.042095839796308e-02 1.500720394020124e+10
4.070142453219436e-02 1.432466522732422e+10
4.098383671757262e-02 1.366351362852655e+10
4.126820845702954e-02 1.302386309467015e+10
4.155455334718875e-02 1.240580917758764e+10
4.184288507901582e-02 1.180942853434348e+10
4.213321743847287e-02 1.123477844935717e+10
4.242556430717777e-02 1.068189637619135e+10
4.271993966306779e-02 1.015079950084638e+10
4.301635758106795e-02 9.641484328434900e+09
4.331483223376401e-02 9.153926295140062e+09
4.361537789208003e-02 8.688079407385731e+09
4.391800892596086e-02 8.243875910166181e+09
4.422273980505900e-02 7.821225986497788e+09
4.452958509942655e-02 7.420017489962584e+09
4.483855948021188e-02 7.040115712316602e+09
4.514967772036100e-02 6.681363188130926e+09
4.546295469532399e-02 6.343579538421212e+09
4.577840538376619e-02 6.026561355202940e+09
4.609604486828434e-02 5.730082128881260e+09
4.641588833612779e-02 5.453892220348927e+09
4.673795107992461e-02 5.197718879621132e+09
4.706224849841281e-02 4.961266312781364e+09
4.738879609717653e-02 4.744215798949450e+09
4.771760948938746e-02 4.546225858907968e+09
4.804870439655132e-02 4.366932476939914e+09
4.838209664925955e-02 4.205949377334572e+09
4.871780218794631e-02 4.062868356912556e+09
4.905583706365048e-02 3.937259674803475e+09
4.939621743878321e-02 3.828672500580017e+09
4.973895958790065e-02 3.736635421711428e+09
5.008407989848210e-02 3.660657011146210e+09
5.043159487171359e-02 3.600226455668610e+09
5.078152112327673e-02 3.554814245496268e+09
5.113387538414326e-02 3.523872925396896e+09
5.148867450137495e-02 3.506837907400445e+09
5.184593543892910e-02 3.503128344969958e+09
5.220567527846975e-02 3.512148068269203e+09
5.256791122018422e-02 3.533286579928947e+09
5.293266058360561e-02 3.565920110466444e+09
5.329994080844090e-02 3.609412732254970e+09
5.366976945540476e-02 3.663117530672676e+09
5.404216420705915e-02 3.726377830783163e+09
5.441714286865890e-02 3.798528477615132e+09
5.479472336900287e-02 3.878897167815572e+09
5.517492376129126e-02 3.966805830151963e+09
5.555776222398878e-02 4.061572052034312e+09
5.594325706169378e-02 4.162510548919097e+09
5.633142670601355e-02 4.268934673145914e+09
5.672228971644543e-02 4.380157958444623e+09
5.711586478126432e-02 4.495495696038636e+09
5.751217071841613e-02 4.614266537959280e+09
5.791122647641758e-02 4.735794122879825e+09
5.831305113526222e-02 4.859408719476871e+09
5.871766390733255e-02 4.984448882033864e+09
5.912508413831878e-02 5.110263112718753e+09
5.953533130814370e-02 5.236211524697014e+09
5.994842503189409e-02 5.361667499985324e+09
6.036438506075867e-02 5.486019335712306e+09
6.078323128297230e-02 5.608671872233079e+09
6.120498372476699e-02 5.729048096347400e+09
6.162966255132942e-02 5.846590712698190e+09
6.205728806776500e-02 5.960763676282107e+09
6.248788072006891e-02 6.071053678888338e+09
6.292146109610344e-02 6.176971582198832e+09
6.335804992658250e-02 6.278053790235641e+09
6.379766808606283e-02 6.373863553830693e+09
6.424033659394190e-02 6.463992199823353e+09
6.468607661546324e-02 6.548060277763671e+09
6.513490946272803e-02 6.625718617015876e+09
6.558685659571432e-02 6.696649287320815e+09
6.604193962330306e-02 6.760566456087680e+09
6.650018030431118e-02 6.817217135948133e+09
6.696160054853219e-02 6.866381816419384e+09
6.742622241778343e-02 6.907874973889227e+09
6.789406812696110e-02 6.941545454555678e+09
6.836516004510239e-02 6.967276725427180e+09
6.883952069645496e-02 6.984986989016249e+09
6.931717276155404e-02 6.994629157939860e+09
6.979813907830661e-02 6.996190686272470e+09
7.028244264308349e-02 6.989693255181370e+09
7.077010661181890e-02 6.975192311106896e+09
7.126115430111746e-02 6.952776455529870e+09
7.175560918936924e-02 6.922566686192039e+09
7.225349491787214e-02 6.884715490499297e+09
7.275483529196229e-02 6.839405792737369e+09
7.325965428215230e-02 6.786849757661269e+09
7.376797602527735e-02 6.727287453977453e+09
7.427982482564914e-02 6.660985382215549e+09
7.479522515621821e-02 6.588234872478161e+09
7.531420165974372e-02 6.509350358555593e+09
7.583677914997190e-02 6.424667535889529e+09
7.636298261282246e-02 6.334541411857908e+09
7.689283720758310e-02 6.239344257823583e+09
7.742636826811269e-02 6.139463473332600e+09
7.796360130405233e-02 6.035299373755288e+09
7.850456200204509e-02 5.927262913523946e+09
7.904927622696424e-02 5.815773357925988e+09
7.959777002314981e-02 5.701255917149813e+09
8.015006961565405e-02 5.584139356942676e+09
