<X> <Y>
4.838209664925955e-02 8.469930452890056e+10
4.871780218794631e-02 8.166328530966451e+10
4.905583706365048e-02 7.869360116197099e+10
4.939621743878321e-02 7.579053091604144e+10
4.973895958790065e-02 7.295430207269398e+10
5.008407989848210e-02 7.018509007173651e+10
5.043159487171359e-02 6.748301763663340e+10
5.078152112327673e-02 6.484815419911971e+10
5.113387538414326e-02 6.228051540734196e+10
5.148867450137495e-02 5.978006272100222e+10
5.184593543892910e-02 5.734670309685542e+10
5.220567527846975e-02 5.498028876776552e+10
5.256791122018422e-02 5.268061711836912e+10
5.293266058360561e-02 5.044743066021011e+10
5.329994080844090e-02 4.828041710901640e+10
5.366976945540476e-02 4.617920956656654e+10
5.404216420705915e-02 4.414338680936237e+10
5.441714286865890e-02 4.217247368606245e+10
5.479472336900287e-02 4.026594162536215e+10
5.517492376129126e-02 3.842320925570586e+10
5.555776222398878e-02 3.664364313790884e+10
5.594325706169378e-02 3.492655861143382e+10
5.633142670601355e-02 3.327122075471841e+10
5.672228971644543e-02 3.167684545958651e+10
5.711586478126432e-02 3.014260061939157e+10
5.751217071841613e-02 2.866760743014827e+10
5.791122647641758e-02 2.725094180349417e+10
5.831305113526222e-02 2.589163588990273e+10
5.871766390733255e-02 2.458867971013427e+10
5.912508413831878e-02 2.334102289246552e+10
5.953533130814370e-02 2.214757651278930e+10
5.994842503189409e-02 2.100721503421574e+10
6.036438506075867e-02 1.991877834234441e+10
6.078323128297230e-02 1.888107387191471e+10
6.120498372476699e-02 1.789287882007529e+10
6.162966255132942e-02 1.695294244105571e+10
6.205728806776500e-02 1.605998841656715e+10
6.248788072006891e-02 1.521271729581198e+10
6.292146109610344e-02 1.440980899854926e+10
6.335804992658250e-02 1.364992537423806e+10
6.379766808606283e-02 1.293171280988011e+10
6.424033659394190e-02 1.225380487879778e+10
6.468607661546324e-02 1.161482502222293e+10
6.513490946272803e-02 1.101338925524041e+10
6.558685659571432e-02 1.044810888832365e+10
6.604193962330306e-02 9.917593255431709e+09
6.650018030431118e-02 9.420452439401184e+09
6.696160054853219e-02 8.955299985171772e+09
6.742622241778343e-02 8.520755591232310e+09
6.789406812696110e-02 8.115447769564891e+09
6.836516004510239e-02 7.738016464306909e+09
6.883952069645496e-02 7.387115619340552e+09
6.931717276155404e-02 7.061415685063146e+09
6.979813907830661e-02 6.759606054690501e+09
7.028244264308349e-02 6.480397420599494e+09
7.077010661181890e-02 6.222524041429802e+09
7.126115430111746e-02 5.984745910936405e+09
7.175560918936924e-02 5.765850819915589e+09
7.225349491787214e-02 5.564656302919918e+09
7.275483529196229e-02 5.380011461927596e+09
7.325965428215230e-02 5.210798659643288e+09
7.376797602527735e-02 5.055935075674952e+09
7.427982482564914e-02 4.914374119456231e+09
7.479522515621821e-02 4.785106694461669e+09
7.531420165974372e-02 4.667162308991951e+09
7.583677914997190e-02 4.559610029582567e+09
7.636298261282246e-02 4.461559273910334e+09
7.689283720758310e-02 4.372160440931427e+09
7.742636826811269e-02 4.290605376877918e+09
7.796360130405233e-02 4.216127676661564e+09
7.850456200204509e-02 4.148002821176856e+09
7.904927622696424e-02 4.085548151954266e+09
7.959777002314981e-02 4.028122685581342e+09
