<X> <Y>
3.447764054734464e-03 7.108604927041936e+10
3.471686818926559e-03 7.107520813619351e+10
3.495775574363275e-03 7.106421747656201e+10
3.520031472796679e-03 7.105307524958939e+10
3.544455673970436e-03 7.104177938602808e+10
3.569049345675230e-03 7.103032778896864e+10
3.593813663804626e-03 7.101871833348650e+10
3.618749812411280e-03 7.100694886628564e+10
3.643858983763544e-03 7.099501720533591e+10
3.669142378402494e-03 7.098292113950871e+10
3.694601205199302e-03 7.097065842820699e+10
3.720236681413066e-03 7.095822680099208e+10
3.746050032748993e-03 7.094562395720569e+10
3.772042493416998e-03 7.093284756558742e+10
3.798215306190736e-03 7.091989526388869e+10
3.824569722466999e-03 7.090676465848242e+10
3.851107002325569e-03 7.089345332396796e+10
3.877828414589457e-03 7.087995880277202e+10
3.904735236885560e-03 7.086627860474448e+10
3.931828755705771e-03 7.085241020675089e+10
3.959110266468458e-03 7.083835105225989e+10
3.986581073580439e-03 7.082409855092659e+10
4.014242490499322e-03 7.080965007817076e+10
4.042095839796306e-03 7.079500297475119e+10
4.070142453219439e-03 7.078015454633551e+10
4.098383671757262e-03 7.076510206306479e+10
4.126820845702952e-03 7.074984275911452e+10
4.155455334718876e-03 7.073437383224977e+10
4.184288507901581e-03 7.071869244337727e+10
4.213321743847289e-03 7.070279571609135e+10
4.242556430717777e-03 7.068668073621635e+10
4.271993966306777e-03 7.067034455134352e+10
4.301635758106795e-03 7.065378417036359e+10
4.331483223376399e-03 7.063699656299487e+10
4.361537789208006e-03 7.061997865930562e+10
4.391800892596086e-03 7.060272734923351e+10
4.422273980505897e-03 7.058523948209769e+10
4.452958509942656e-03 7.056751186610873e+10
4.483855948021186e-03 7.054954126787206e+10
4.514967772036102e-03 7.053132441188672e+10
4.546295469532400e-03 7.051285798004080e+10
4.577840538376616e-03 7.049413861109950e+10
4.609604486828434e-03 7.047516290019038e+10
4.641588833612777e-03 7.045592739828328e+10
4.673795107992464e-03 7.043642861166537e+10
4.706224849841282e-03 7.041666300141026e+10
4.738879609717651e-03 7.039662698284436e+10
4.771760948938746e-03 7.037631692500630e+10
4.804870439655129e-03 7.035572915010324e+10
4.838209664925958e-03 7.033485993296082e+10
4.871780218794631e-03 7.031370550046910e+10
4.905583706365045e-03 7.029226203102383e+10
4.939621743878321e-03 7.027052565396222e+10
4.973895958790063e-03 7.024849244899452e+10
5.008407989848212e-03 7.022615844563034e+10
5.043159487171359e-03 7.020351962260049e+10
5.078152112327670e-03 7.018057190727383e+10
5.113387538414326e-03 7.015731117506964e+10
5.148867450137492e-03 7.013373324886517e+10
5.184593543892913e-03 7.010983389839787e+10
5.220567527846975e-03 7.008560883966457e+10
5.256791122018419e-03 7.006105373431413e+10
5.293266058360562e-03 7.003616418903690e+10
5.329994080844088e-03 7.001093575494858e+10
5.366976945540477e-03 6.998536392697061e+10
5.404216420705915e-03 6.995944414320543e+10
5.441714286865887e-03 6.993317178430711e+10
5.479472336900287e-03 6.990654217284866e+10
5.517492376129128e-03 6.987955057268350e+10
5.555776222398878e-03 6.985219218830428e+10
5.594325706169377e-03 6.982446216419624e+10
5.633142670601352e-03 6.979635558418721e+10
5.672228971644543e-03 6.976786747079337e+10
5.711586478126435e-03 6.973899278456081e+10
5.751217071841614e-03 6.970972642340327e+10
5.791122647641758e-03 6.968006322193671e+10
5.831305113526219e-03 6.964999795080908e+10
5.871766390733255e-03 6.961952531602742e+10
5.912508413831881e-03 6.958863995828073e+10
5.953533130814370e-03 6.955733645226006e+10
5.994842503189409e-03 6.952560930597478e+10
6.036438506075864e-03 6.949345296006593e+10
6.078323128297230e-03 6.946086178711644e+10
6.120498372476703e-03 6.942783009095857e+10
6.162966255132942e-03 6.939435210597803e+10
6.205728806776500e-03 6.936042199641612e+10
6.248788072006888e-03 6.932603385566895e+10
6.292146109610344e-03 6.929118170558414e+10
6.335804992658254e-03 6.925585949575598e+10
6.379766808606282e-03 6.922006110281783e+10
6.424033659394191e-03 6.918378032973279e+10
6.468607661546328e-03 6.914701090508325e+10
6.513490946272803e-03 6.910974648235817e+10
6.558685659571436e-03 6.907198063923965e+10
6.604193962330305e-03 6.903370687688812e+10
6.650018030431118e-03 6.899491861922665e+10
6.696160054853222e-03 6.895560921222472e+10
6.742622241778342e-03 6.891577192318143e+10
6.789406812696112e-03 6.887539994000883e+10
6.836516004510238e-03 6.883448637051488e+10
6.883952069645496e-03 6.879302424168694e+10
6.931717276155407e-03 6.875100649897600e+10
6.979813907830660e-03 6.870842600558159e+10
7.028244264308352e-03 6.866527554173770e+10
7.077010661181890e-03 6.862154780400069e+10
7.126115430111745e-03 6.857723540453838e+10
7.175560918936928e-03 6.853233087042152e+10
7.225349491787214e-03 6.848682664291790e+10
7.275483529196233e-03 6.844071507678850e+10
7.325965428215230e-03 6.839398843958788e+10
7.376797602527731e-03 6.834663891096692e+10
7.427982482564918e-03 6.829865858198026e+10
7.479522515621821e-03 6.825003945439783e+10
7.531420165974375e-03 6.820077344002058e+10
7.583677914997190e-03 6.815085236000217e+10
7.636298261282242e-03 6.810026794417560e+10
7.689283720758313e-03 6.804901183038605e+10
7.742636826811269e-03 6.799707556383011e+10
7.796360130405237e-03 6.794445059640219e+10
7.850456200204510e-03 6.789112828604812e+10
7.904927622696420e-03 6.783709989612685e+10
7.959777002314986e-03 6.778235659478075e+10
8.015006961565405e-03 6.772688945431491e+10
8.070620141149508e-03 6.767068945058575e+10
8.126619200091946e-03 6.761374746240050e+10
8.183006815867389e-03 6.755605427092691e+10
8.239785684528520e-03 6.749760055911445e+10
8.296958520834907e-03 6.743837691112816e+10
8.354528058382871e-03 6.737837381179440e+10
8.412497049736118e-03 6.731758164606058e+10
8.470868266557402e-03 6.725599069846891e+10
8.529644499741026e-03 6.719359115264476e+10
8.588828559546249e-03 6.713037309080097e+10
8.648423275731726e-03 6.706632649325811e+10
8.708431497690725e-03 6.700144123798213e+10
8.768856094587427e-03 6.693570710013992e+10
8.829699955494092e-03 6.686911375167358e+10
8.890965989529159e-03 6.680165076089445e+10
8.952657125996400e-03 6.673330759209728e+10
9.014776314524917e-03 6.666407360519662e+10
9.077326525210224e-03 6.659393805538448e+10
9.140310748756233e-03 6.652289009281236e+10
9.203731996618222e-03 6.645091876229688e+10
9.267593301146883e-03 6.637801300305103e+10
9.331897715733239e-03 6.630416164844168e+10
9.396648314954691e-03 6.622935342577464e+10
9.461848194722003e-03 6.615357695610803e+10
9.527500472427290e-03 6.607682075409557e+10
9.593608287093146e-03 6.599907322786049e+10
9.660174799522647e-03 6.592032267890141e+10
9.727203192450537e-03 6.584055730203165e+10
9.794696670695395e-03 6.575976518535295e+10
9.862658461312821e-03 6.567793431026460e+10
9.931091813749801e-03 6.559505255151030e+10
1.000000000000000e-02 6.551110767726273e+10
1.006938631476028e-02 6.542608734924860e+10
1.013925407558815e-02 6.533997912291438e+10
1.020960662306047e-02 6.525277044763493e+10
1.028044732093309e-02 6.516444866696649e+10
1.035177955630176e-02 6.507500101894498e+10
1.042360673976402e-02 6.498441463643198e+10
1.049593230558228e-02 6.489267654750928e+10
1.056875971184804e-02 6.479977367592408e+10
1.064209244064724e-02 6.470569284158622e+10
1.071593399822671e-02 6.461042076111967e+10
1.079028791516184e-02 6.451394404846940e+10
1.086515774652538e-02 6.441624921556567e+10
1.094054707205742e-02 6.431732267304797e+10
1.101645949633656e-02 6.421715073104977e+10
1.109289864895223e-02 6.411571960004669e+10
1.116986818467823e-02 6.401301539176971e+10
1.124737178364752e-02 6.390902412018527e+10
1.132541315152811e-02 6.380373170254485e+10
1.140399601970032e-02 6.369712396050556e+10
1.148312414543511e-02 6.358918662132440e+10
1.156280131207376e-02 6.347990531912788e+10
1.164303132920877e-02 6.336926559625957e+10
1.172381803286598e-02 6.325725290470788e+10
1.180516528568805e-02 6.314385260761613e+10
1.188707697711903e-02 6.302904998087762e+10
1.196955702359043e-02 6.291283021481776e+10
1.205260936870843e-02 6.279517841596635e+10
1.213623798344241e-02 6.267607960892136e+10
1.222044686631488e-02 6.255551873830846e+10
1.230524004359262e-02 6.243348067083733e+10
1.239062156947916e-02 6.230995019745820e+10
1.247659552630870e-02 6.218491203562159e+10
1.256316602474121e-02 6.205835083164306e+10
1.265033720395903e-02 6.193025116317692e+10
1.273811323186478e-02 6.180059754180077e+10
1.282649830528061e-02 6.166937441571452e+10
1.291549665014884e-02 6.153656617255643e+10
1.300511252173409e-02 6.140215714233932e+10
1.309535020482667e-02 6.126613160050994e+10
1.318621401394749e-02 6.112847377113477e+10
1.327770829355430e-02 6.098916783021518e+10
1.336983741824947e-02 6.084819790913535e+10
1.346260579298910e-02 6.070554809824606e+10
1.355601785329368e-02 6.056120245058776e+10
1.365007806546014e-02 6.041514498575610e+10
1.374479092677537e-02 6.026735969391348e+10
1.384016096573132e-02 6.011783053995007e+10
1.393619274224143e-02 5.996654146779741e+10
1.403289084785873e-02 5.981347640489878e+10
1.413025990599534e-02 5.965861926683915e+10
1.422830457214353e-02 5.950195396213882e+10
1.432702953409831e-02 5.934346439721427e+10
1.442643951218158e-02 5.918313448150970e+10
1.452653925946780e-02 5.902094813280338e+10
1.462733356201130e-02 5.885688928269196e+10
1.472882723907503e-02 5.869094188225721e+10
1.483102514336104e-02 5.852308990791841e+10
1.493393216124252e-02 5.835331736747466e+10
1.503755321299738e-02 5.818160830634036e+10
1.514189325304352e-02 5.800794681397890e+10
1.524695727017574e-02 5.783231703053688e+10
1.535275028780423e-02 5.765470315368428e+10
1.545927736419478e-02 5.747508944566355e+10
1.556654359271061e-02 5.729346024055208e+10
1.567455410205595e-02 5.710979995174142e+10
1.578331405652117e-02 5.692409307963831e+10
1.589282865622978e-02 5.673632421959003e+10
1.600310313738701e-02 5.654647807003939e+10
1.611414277253019e-02 5.635453944091228e+10
1.622595287078087e-02 5.616049326224254e+10
1.633853877809861e-02 5.596432459303736e+10
1.645190587753663e-02 5.576601863038773e+10
1.656605958949914e-02 5.556556071882735e+10
1.668100537200059e-02 5.536293635994410e+10
1.679674872092653e-02 5.515813122224792e+10
1.691329517029648e-02 5.495113115129863e+10
1.703065029252844e-02 5.474192218009756e+10
1.714881969870540e-02 5.453049053974672e+10
1.726780903884356e-02 5.431682267037910e+10
1.738762400216250e-02 5.410090523236316e+10
1.750827031735724e-02 5.388272511778582e+10
1.762975375287206e-02 5.366226946221651e+10
1.775208011717635e-02 5.343952565675598e+10
1.787525525904235e-02 5.321448136037296e+10
1.799928506782476e-02 5.298712451253146e+10
1.812417547374237e-02 5.275744334611208e+10
1.824993244816153e-02 5.252542640062978e+10
1.837656200388171e-02 5.229106253575092e+10
1.850407019542302e-02 5.205434094511189e+10
1.863246311931560e-02 5.181525117044183e+10
1.876174691439120e-02 5.157378311599166e+10
1.889192776207666e-02 5.132992706327108e+10
1.902301188668945e-02 5.108367368609568e+10
1.915500555573528e-02 5.083501406594539e+10
1.928791508020778e-02 5.058393970763580e+10
1.942174681489026e-02 5.033044255530325e+10
1.955650715865949e-02 5.007451500870486e+10
1.969220255479173e-02 4.981614993983363e+10
1.982883949127071e-02 4.955534070984909e+10
1.996642450109793e-02 4.929208118632368e+10
2.010496416260498e-02 4.902636576080374e+10
2.024446509976804e-02 4.875818936668580e+10
2.038493398252463e-02 4.848754749740547e+10
2.052637752709252e-02 4.821443622493896e+10
2.066880249629082e-02 4.793885221861439e+10
2.081221569986338e-02 4.766079276423137e+10
2.095662399480433e-02 4.738025578348585e+10
2.110203428568596e-02 4.709723985369735e+10
2.124845352498883e-02 4.681174422783458e+10
2.139588871343422e-02 4.652376885483627e+10
2.154434690031883e-02 4.623331440022153e+10
2.169383518385185e-02 4.594038226698553e+10
2.184436071149427e-02 4.564497461677454e+10
2.199593068030075e-02 4.534709439133382e+10
2.214855233726359e-02 4.504674533422202e+10
2.230223297965938e-02 4.474393201278394e+10
2.245697995539774e-02 4.443865984037436e+10
2.261280066337278e-02 4.413093509882325e+10
2.276970255381680e-02 4.382076496113335e+10
2.292769312865650e-02 4.350815751439973e+10
2.308677994187169e-02 4.319312178294015e+10
2.324697059985648e-02 4.287566775162453e+10
2.340827276178293e-02 4.255580638939090e+10
2.357069413996728e-02 4.223354967293417e+10
2.373424250023868e-02 4.190891061055341e+10
2.389892566231049e-02 4.158190326614243e+10
2.406475150015424e-02 4.125254278330722e+10
2.423172794237599e-02 4.092084540959348e+10
2.439986297259550e-02 4.058682852080546e+10
2.456916462982791e-02 4.025051064539727e+10
2.473964100886813e-02 3.991191148891660e+10
2.491130026067789e-02 3.957105195847854e+10
2.508415059277540e-02 3.922795418724857e+10
2.525820026962785e-02 3.888264155890921e+10
2.543345761304650e-02 3.853513873208741e+10
2.560993100258458e-02 3.818547166471503e+10
2.578762887593801e-02 3.783366763829617e+10
2.596655972934871e-02 3.747975528205257e+10
2.614673211801092e-02 3.712376459691704e+10
2.632815465648021e-02 3.676572697934393e+10
2.651083601908538e-02 3.640567524490423e+10
2.669478494034321e-02 3.604364365163109e+10
2.688001021537606e-02 3.567966792308093e+10
2.706652070033241e-02 3.531378527107280e+10
2.725432531281029e-02 3.494603441806847e+10
2.744343303228364e-02 3.457645561915291e+10
2.763385290053170e-02 3.420509068357455e+10
2.782559402207124e-02 3.383198299580229e+10
2.801866556459195e-02 3.345717753605500e+10
2.821307675939472e-02 3.308072090025805e+10
2.840883690183302e-02 3.270266131937883e+10
2.860595535175742e-02 3.232304867809309e+10
2.880444153396296e-02 3.194193453273109e+10
2.900430493863992e-02 3.155937212845115e+10
2.920555512182747e-02 3.117541641558741e+10
2.940820170587062e-02 3.079012406511612e+10
2.961225437988034e-02 3.040355348318308e+10
2.981772290019672e-02 3.001576482463447e+10
3.002461709085549e-02 2.962682000548995e+10
3.023294684405778e-02 2.923678271429681e+10
3.044272212064303e-02 2.884571842230154e+10
3.065395295056527e-02 2.845369439237397e+10
3.086664943337273e-02 2.806077968661737e+10
3.108082173869064e-02 2.766704517259688e+10
3.129648010670752e-02 2.727256352811639e+10
3.151363484866479e-02 2.687740924447338e+10
3.173229634734976e-02 2.648165862811924e+10
3.195247505759212e-02 2.608538980065166e+10
3.217418150676372e-02 2.568868269706418e+10
3.239742629528197e-02 2.529161906217696e+10
3.262222009711670e-02 2.489428244517139e+10
3.284857366030044e-02 2.449675819215050e+10
3.307649780744241e-02 2.409913343664594e+10
3.330600343624589e-02 2.370149708799150e+10
3.353710152002930e-02 2.330393981748220e+10
3.376980310825092e-02 2.290655404223755e+10
3.400411932703706e-02 2.250943390668710e+10
3.424006137971424e-02 2.211267526159539e+10
3.447764054734464e-02 2.171637564054445e+10
3.471686818926562e-02 2.132063423378993e+10
3.495775574363275e-02 2.092555185940910e+10
3.520031472796679e-02 2.053123093165754e+10
3.544455673970433e-02 2.013777542645252e+10
3.569049345675230e-02 1.974529084390180e+10
3.593813663804628e-02 1.935388416779669e+10
3.618749812411280e-02 1.896366382198961e+10
3.643858983763545e-02 1.857473962357802e+10
3.669142378402492e-02 1.818722273281726e+10
3.694601205199302e-02 1.780122559968740e+10
3.720236681413068e-02 1.741686190704026e+10
3.746050032748993e-02 1.703424651025619e+10
3.772042493416997e-02 1.665349537334171e+10
3.798215306190734e-02 1.627472550140254e+10
3.824569722466999e-02 1.589805486942995e+10
3.851107002325571e-02 1.552360234734111e+10
3.877828414589457e-02 1.515148762121878e+10
3.904735236885560e-02 1.478183111069960e+10
3.931828755705769e-02 1.441475388246462e+10
3.959110266468459e-02 1.405037755979138e+10
3.986581073580441e-02 1.368882422813128e+10
4.014242490499322e-02 1.333021633668261e+10
4.042095839796308e-02 1.297467659593561e+10
4.070142453219436e-02 1.262232787117207e+10
4.098383671757262e-02 1.227329307190998e+10
4.126820845702954e-02 1.192769503729065e+10
4.155455334718875e-02 1.158565641741383e+10
4.184288507901582e-02 1.124729955063495e+10
4.213321743847287e-02 1.091274633684808e+10
4.242556430717777e-02 1.058211810678627e+10
4.271993966306779e-02 1.025553548738288e+10
4.301635758106795e-02 9.933118263246225e+09
4.331483223376401e-02 9.614985234311808e+09
4.361537789208003e-02 9.301254069747723e+09
4.391800892596086e-02 8.992041158200684e+09
4.422273980505900e-02 8.687461454482885e+09
4.452958509942655e-02 8.387628322812490e+09
4.483855948021188e-02 8.092653376734598e+09
4.514967772036100e-02 7.802646315863324e+09
4.546295469532399e-02 7.517714759599837e+09
4.577840538376619e-02 7.237964077996940e+09
4.609604486828434e-02 6.963497219955388e+09
4.641588833612779e-02 6.694414538953514e+09
4.673795107992461e-02 6.430813616528088e+09
4.706224849841281e-02 6.172789083740653e+09
4.738879609717653e-02 5.920432440881344e+09
4.771760948938746e-02 5.673831875678765e+09
4.804870439655132e-02 5.433072080303185e+09
4.838209664925955e-02 5.198234067467677e+09
4.871780218794631e-02 4.969394985950387e+09
4.905583706365048e-02 4.746627935879778e+09
4.939621743878321e-02 4.530001784142849e+09
4.973895958790065e-02 4.319580980295486e+09
5.008407989848210e-02 4.115425373372652e+09
5.043159487171359e-02 3.917590030014941e+09
5.078152112327673e-02 3.726125054346695e+09
5.113387538414326e-02 3.541075410059166e+09
5.148867450137495e-02 3.362480745170711e+09
5.184593543892910e-02 3.190375219953878e+09
5.220567527846975e-02 3.024787338536605e+09
5.256791122018422e-02 2.865739784702079e+09
5.293266058360561e-02 2.713249262427896e+09
5.329994080844090e-02 2.567326341721324e+09
5.366976945540476e-02 2.427975310322039e+09
5.404216420705915e-02 2.295194031858150e+09
5.441714286865890e-02 2.168973811053958e+09
5.479472336900287e-02 2.049299266600265e+09
5.517492376129126e-02 1.936148212308234e+09
5.555776222398878e-02 1.829491547177385e+09
5.594325706169378e-02 1.729293155015908e+09
5.633142670601355e-02 1.635509814257527e+09
5.672228971644543e-02 1.548091118623581e+09
5.711586478126432e-02 1.466979409281077e+09
5.751217071841613e-02 1.392109719148063e+09
5.791122647641758e-02 1.323409729995431e+09
5.831305113526222e-02 1.260799742990135e+09
5.871766390733255e-02 1.204192663317912e+09
5.912508413831878e-02 1.153493999514061e+09
5.953533130814370e-02 1.108601878118633e+09
5.994842503189409e-02 1.069407074257068e+09
6.036438506075867e-02 1.035793058729042e+09
6.078323128297230e-02 1.007636062166705e+09
6.120498372476699e-02 9.848051567986091e+08
6.162966255132942e-02 9.671623563272287e+08
6.205728806776500e-02 9.545627343960307e+08
6.248788072006891e-02 9.468545620863233e+08
6.292146109610344e-02 9.438794648446963e+08
6.335804992658250e-02 9.454725991983992e+08
6.379766808606283e-02 9.514628495687468e+08
6.424033659394190e-02 9.616730454411918e+08
6.468607661546324e-02 9.759201990953044e+08
6.513490946272803e-02 9.940157640383046e+08
6.558685659571432e-02 1.015765914222154e+09
6.604193962330306e-02 1.040971844056401e+09
6.650018030431118e-02 1.069430089157193e+09
6.696160054853219e-02 1.100932867696944e+09
6.742622241778343e-02 1.135268442139392e+09
6.789406812696110e-02 1.172221501061218e+09
6.836516004510239e-02 1.211573560674052e+09
6.883952069645496e-02 1.253103385569912e+09
6.931717276155404e-02 1.296587428119073e+09
6.979813907830661e-02 1.341800285852093e+09
7.028244264308349e-02 1.388515176057856e+09
7.077010661181890e-02 1.436504426726930e+09
7.126115430111746e-02 1.485539982864928e+09
7.175560918936924e-02 1.535393927094234e+09
7.225349491787214e-02 1.585839013354563e+09
7.275483529196229e-02 1.636649212404362e+09
7.325965428215230e-02 1.687600267715896e+09
7.376797602527735e-02 1.738470260248063e+09
7.427982482564914e-02 1.789040180472807e+09
7.479522515621821e-02 1.839094505924299e+09
7.531420165974372e-02 1.888421782435089e+09
7.583677914997190e-02 1.936815207121665e+09
7.636298261282246e-02 1.984073211082938e+09
7.689283720758310e-02 2.030000039680967e+09
7.742636826811269e-02 2.074406328183715e+09
7.796360130405233e-02 2.117109670466077e+09
7.850456200204509e-02 2.157935178388567e+09
7.904927622696424e-02 2.196716029403601e+09
7.959777002314981e-02 2.233293999878480e+09
8.015006961565405e-02 2.267519981572612e+09
